Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
16883,1,20,0,a,b,0,4,12,e,d,4,c,c,1,67,i,16,c,1,2,b,6,a,1,b,b,4,j,e,b,15,18,b
16884,1,14,0,a,b,0,2,6,e,b,12,c,a,1,85,b,7,a,2,5,b,2,b,1,b,b,16,b,a,b,0,6,b
16885,2,4,1,a,a,0,2,4,a,b,0,c,b,1,21,b,5,a,4,0,a,5,b,1,b,a,6,b,f,b,5,15,a
16886,2,13,1,a,b,0,1,4,c,b,11,a,a,0,90,i,10,a,0,8,a,3,a,1,b,b,18,b,a,b,10,18,b
16887,4,6,5,a,a,0,4,3,c,b,0,c,f,3,27,b,7,f,3,1,b,3,b,1,b,a,10,b,a,b,0,9,a
16888,5,15,6,c,b,0,0,8,e,b,11,c,a,1,48,e,12,c,2,0,a,0,b,1,b,b,16,b,a,b,15,6,b
16889,5,15,6,b,a,0,0,14,c,b,6,c,f,1,21,i,12,c,3,0,a,4,b,1,b,a,7,b,a,b,15,9,b
16890,2,17,1,b,a,0,3,3,d,b,0,c,a,1,70,a,8,a,2,0,a,0,a,1,b,a,12,b,a,b,15,3,b
16891,2,8,1,a,a,0,5,3,c,b,18,c,d,1,90,i,10,c,1,5,b,5,b,3,b,a,16,b,a,c,5,15,a
16892,5,15,10,a,a,0,3,11,a,b,7,c,f,1,39,a,8,a,1,1,b,6,b,1,b,a,6,b,a,b,5,18,a
16893,4,0,1,a,b,0,0,10,c,b,6,c,f,0,56,b,12,c,0,1,b,2,a,3,b,b,15,b,a,b,10,15,b
16894,1,18,1,a,a,0,0,7,d,b,2,d,a,1,47,l,13,g,1,10,a,2,a,2,b,a,15,f,a,b,15,9,b
16895,5,17,0,b,a,0,2,0,e,b,20,c,b,1,26,b,10,a,1,2,b,2,a,2,b,a,8,b,a,b,15,3,a
16896,4,17,6,a,a,0,2,6,e,b,6,d,a,1,67,k,8,g,1,11,a,6,a,3,b,a,15,f,a,b,10,9,b
16897,3,6,0,a,a,0,2,13,e,b,16,d,c,0,85,m,14,i,1,4,a,6,b,3,b,a,5,f,c,b,5,12,b
16898,5,17,5,a,a,0,4,7,c,b,0,d,a,1,95,n,12,g,1,8,b,3,b,3,b,a,12,h,a,b,10,0,b
16899,7,6,10,a,b,0,1,4,e,b,12,e,a,1,71,k,6,g,1,0,b,5,b,1,d,b,14,f,a,b,10,18,b
16900,4,18,1,a,a,0,0,16,a,b,8,c,f,1,59,i,7,b,1,2,b,5,a,1,d,a,11,b,b,b,5,0,a
16901,5,16,10,a,a,0,0,17,c,b,4,e,g,1,44,k,6,i,3,10,a,2,b,1,b,a,14,g,a,c,5,18,b
16902,7,4,10,a,a,0,3,4,a,b,17,c,b,1,45,b,8,a,2,1,b,0,a,1,b,a,3,a,f,b,10,3,a
16903,2,16,10,c,a,0,0,2,e,b,9,d,f,1,46,k,15,i,1,0,b,2,b,1,b,a,2,f,a,b,10,12,b
16904,1,19,0,a,a,0,3,9,d,b,15,c,c,1,6,i,18,c,3,0,a,6,a,1,b,a,3,j,a,b,15,15,a
16905,1,16,10,b,a,0,5,14,c,b,17,c,f,1,51,g,15,f,3,0,b,6,a,1,b,a,3,b,a,b,5,12,b
16906,1,4,6,a,b,0,1,12,c,b,0,c,g,1,65,i,14,f,4,3,a,4,b,3,b,b,6,a,c,b,10,18,b
16907,4,16,1,a,a,0,2,12,c,b,7,d,a,1,33,k,17,g,5,2,b,3,b,1,b,a,4,f,c,a,5,6,b
16908,1,16,6,b,a,0,3,1,e,b,22,d,g,0,50,k,12,f,3,3,b,6,a,3,b,a,11,h,a,b,0,6,b
16909,15,11,0,a,a,0,1,3,e,b,10,d,a,4,67,k,11,g,4,5,b,5,a,2,b,a,12,i,a,b,0,9,b
16910,5,6,1,b,a,0,2,11,e,b,2,d,f,1,75,k,25,f,1,0,a,2,a,1,b,a,6,f,a,b,10,18,b
16911,8,21,1,b,a,0,1,8,a,b,0,e,f,0,38,k,12,f,0,0,a,3,b,1,b,a,3,f,a,b,10,0,a
16912,2,5,6,b,a,0,3,13,a,b,12,c,h,1,65,a,18,f,1,0,a,2,b,3,b,a,4,b,a,b,10,6,a
16913,2,13,1,a,a,0,5,4,c,b,17,c,f,1,63,b,5,a,2,4,b,3,b,3,b,a,5,b,f,b,5,18,b
16914,7,12,10,b,b,0,1,3,e,b,3,d,a,1,81,r,7,f,1,0,b,4,a,2,b,b,10,f,a,a,15,18,b
16915,7,17,6,b,a,0,1,17,e,b,0,d,f,1,53,j,8,f,1,2,a,5,a,1,b,a,14,f,a,b,5,18,a
16916,4,16,6,a,a,0,5,9,e,b,24,d,f,1,34,p,16,i,2,11,b,3,a,2,b,a,7,f,a,b,15,12,b
16917,5,7,10,a,b,0,2,4,e,b,17,c,a,1,76,b,7,a,1,1,b,3,b,1,b,b,11,b,a,b,5,0,b
16918,4,18,6,a,a,0,2,4,e,b,16,c,g,1,49,b,10,a,1,0,a,4,a,1,b,a,5,d,a,b,5,15,b
16919,1,6,10,a,a,0,1,8,a,b,17,c,b,1,22,i,9,c,1,2,a,6,b,3,b,a,11,b,a,b,15,12,a
16920,10,17,5,b,a,0,3,11,a,b,4,d,g,0,46,k,10,f,0,0,b,5,b,2,b,a,16,h,a,b,5,6,a
16921,1,18,5,c,b,0,0,5,e,b,10,c,a,1,57,b,10,a,1,0,b,0,b,3,b,b,7,b,a,b,15,9,b
16922,4,13,6,b,a,0,3,11,a,b,10,c,f,2,52,b,12,f,2,0,a,3,a,1,a,a,1,j,a,b,10,6,a
16923,2,13,10,a,a,0,3,5,c,b,19,d,a,0,87,r,10,g,0,3,b,0,a,1,b,a,14,f,a,b,10,18,b
16924,9,18,10,a,a,0,4,18,c,b,7,d,h,2,23,r,12,g,2,10,a,0,a,3,b,a,12,f,a,b,10,9,b
16925,2,22,5,a,b,1,1,8,e,b,17,d,f,1,65,r,14,i,1,11,b,2,a,1,b,a,16,f,a,b,5,15,b
16926,1,2,5,a,b,0,0,13,c,b,15,c,h,1,79,i,11,c,1,2,b,2,b,1,b,b,4,b,a,b,5,15,b
16927,6,17,5,a,a,0,4,4,a,b,11,c,a,2,71,c,9,a,3,10,a,2,a,1,b,a,11,b,a,b,5,12,a
16928,3,6,1,a,a,0,4,3,c,b,20,d,f,1,35,m,8,i,1,4,a,6,b,4,d,a,16,h,a,b,5,0,b
16929,1,18,1,a,a,0,3,7,e,b,22,c,f,1,74,d,17,f,3,2,b,2,b,1,b,a,6,b,a,b,15,18,b
16930,1,16,5,a,b,0,1,16,e,b,18,c,a,1,99,i,10,f,1,4,a,3,b,1,b,b,14,b,a,b,15,15,b
16931,4,10,5,a,a,0,0,7,c,b,3,c,f,1,84,b,9,f,3,8,a,0,a,1,b,a,10,b,a,b,10,15,b
16932,2,23,10,a,a,1,3,10,e,b,21,c,f,3,55,i,12,c,3,0,a,2,b,3,b,a,5,j,a,b,5,15,b
16933,1,10,10,a,a,0,2,1,e,b,22,a,b,1,48,c,15,a,3,2,a,5,a,1,b,a,9,b,f,b,5,3,b
16934,6,7,5,c,a,0,5,11,a,b,0,d,f,1,27,q,13,i,4,3,a,5,a,3,b,a,8,f,a,b,10,18,b
16935,1,9,5,a,a,0,0,0,d,b,20,c,b,3,35,b,15,a,1,10,a,3,a,3,b,a,9,a,f,b,5,18,b
16936,2,17,1,a,b,0,2,18,e,b,17,c,a,1,86,e,11,c,1,3,b,6,a,1,b,b,12,j,a,b,15,18,b
16937,12,22,6,a,a,0,3,7,c,b,18,d,f,3,17,k,10,i,3,3,b,1,a,1,b,a,8,g,a,b,5,3,a
16938,8,17,5,a,a,0,1,17,a,b,16,d,f,1,30,k,10,i,2,8,b,6,a,1,b,a,10,h,a,c,5,18,a
16939,1,13,0,a,b,0,2,4,d,b,5,d,a,1,84,k,8,g,3,4,b,0,a,2,b,b,14,f,a,b,15,0,b
16940,1,3,5,b,a,0,2,2,d,b,14,c,b,1,14,b,10,c,1,0,b,3,a,2,b,a,1,b,a,b,10,12,b
16941,2,17,10,a,b,0,0,7,e,b,0,d,a,2,87,n,14,g,2,0,a,5,a,1,b,b,18,f,a,b,10,18,b
16942,10,13,5,a,b,0,1,6,e,b,4,c,f,1,81,h,8,a,1,0,a,2,a,1,c,b,5,b,a,b,15,15,b
16943,4,5,5,a,b,0,3,12,e,b,16,d,f,1,79,k,16,i,1,11,b,2,a,1,b,b,19,h,a,b,5,3,b
16944,9,16,10,a,a,0,2,4,e,b,10,d,a,3,37,n,8,g,3,1,b,6,b,1,b,a,9,h,a,b,10,18,b
16945,1,4,1,a,b,0,2,1,e,b,19,d,b,1,57,j,11,i,1,1,b,3,a,1,b,b,14,h,f,d,10,9,b
16946,2,15,5,a,a,0,3,8,a,b,16,d,f,0,56,q,9,i,0,1,b,3,a,1,b,a,15,h,a,b,5,9,a
16947,7,0,1,c,a,0,0,12,c,b,7,a,b,1,46,i,14,b,2,0,a,2,a,2,b,a,4,b,a,b,10,9,b
16948,1,8,10,a,a,0,0,8,c,b,5,d,f,1,85,r,7,i,1,1,a,5,a,1,b,a,15,f,a,b,10,18,b
16949,6,14,1,a,a,0,2,16,a,b,15,c,f,1,80,d,13,c,1,2,a,2,b,2,b,a,4,b,a,b,15,18,a
16950,2,6,1,a,a,0,4,16,c,b,1,c,f,0,30,i,6,a,1,4,b,6,a,1,b,a,10,b,a,b,5,18,b
16951,5,5,1,a,b,0,1,14,e,b,4,d,c,0,70,r,19,i,0,11,b,6,a,2,b,b,12,f,a,b,10,18,b
16952,2,15,6,e,a,0,1,14,c,b,0,d,f,1,36,k,10,f,3,3,a,1,b,1,b,a,13,f,a,b,15,3,a
16953,3,2,1,a,a,0,1,14,c,b,20,c,c,1,74,d,19,c,3,1,a,5,a,2,b,a,7,b,a,b,10,15,b
16954,1,1,6,a,b,0,0,17,e,b,13,a,h,1,42,b,19,c,1,1,b,5,a,1,b,b,8,b,a,b,5,0,b
16955,1,20,6,b,a,0,1,11,e,b,3,d,f,1,85,r,31,f,1,0,a,5,a,1,b,a,18,f,a,b,0,0,a
16956,4,14,6,b,a,0,3,17,a,b,5,a,f,1,74,b,11,f,3,0,a,5,a,1,b,a,6,b,a,c,5,9,a
16957,1,1,10,a,a,0,1,18,e,d,7,c,f,1,37,b,11,c,1,1,b,5,a,1,d,a,5,b,a,b,0,15,b
16958,2,2,6,b,a,0,0,11,a,b,9,d,f,1,32,m,13,f,1,0,b,2,a,1,a,a,2,h,a,b,15,9,a
16959,7,5,1,a,a,0,3,18,c,b,15,d,c,0,57,r,30,i,0,1,a,1,b,3,b,a,11,f,a,b,5,15,b
16960,2,9,1,a,b,0,3,10,e,b,5,c,f,0,58,i,9,a,0,1,a,4,b,1,b,b,2,j,a,b,15,9,b
16961,1,18,1,e,a,0,0,18,c,b,0,d,a,0,62,r,28,f,0,5,a,1,a,1,b,a,10,h,a,b,5,6,b
16962,1,7,10,a,a,0,1,13,e,b,11,a,c,1,82,g,16,f,1,2,a,3,b,3,b,a,6,b,e,b,10,15,b
16963,5,12,6,b,a,0,1,10,e,b,16,c,f,1,49,i,7,a,1,0,b,5,a,1,b,a,1,b,a,b,5,18,b
16964,7,2,6,a,a,0,1,7,c,b,16,c,f,0,70,i,9,c,0,2,a,3,a,1,b,a,9,b,a,b,0,15,b
16965,16,21,10,b,a,0,3,9,e,b,19,c,f,0,56,i,21,c,0,0,a,5,b,1,b,a,7,a,a,c,5,3,b
16966,1,17,6,b,a,0,3,3,e,a,1,a,a,0,60,e,11,b,0,0,a,5,b,3,b,a,5,b,a,b,0,6,b
16967,1,17,5,a,b,0,0,10,e,a,0,c,f,0,95,i,15,c,0,11,a,2,a,1,b,b,21,j,a,b,10,6,b
16968,7,19,6,b,a,0,6,12,e,b,15,d,f,0,50,k,9,f,1,0,b,1,a,1,b,a,6,h,a,b,0,12,b
16969,18,18,6,a,a,0,1,14,d,b,12,c,f,0,26,a,13,c,0,2,a,0,a,3,b,a,3,b,a,b,5,18,a
16970,18,16,6,a,b,0,1,5,e,b,18,d,f,1,87,r,5,i,3,3,a,2,a,1,b,b,14,f,a,b,15,18,b
16971,1,13,10,b,a,0,0,1,a,b,7,c,b,1,50,i,8,a,4,0,a,1,a,1,b,a,3,b,f,b,5,15,a
16972,13,11,1,a,a,0,7,16,a,b,3,e,f,1,30,k,9,i,2,8,b,6,a,1,b,a,11,g,b,b,10,6,a
16973,1,3,10,a,b,0,2,4,e,b,18,c,a,1,71,b,7,a,1,2,b,6,b,3,d,b,5,b,a,b,5,3,b
16974,2,17,6,a,a,0,0,7,c,b,19,b,f,1,81,b,10,a,1,5,a,1,b,1,b,a,4,j,a,b,10,12,b
16975,4,4,1,b,a,0,3,4,a,b,4,c,b,0,46,b,7,a,0,0,b,2,a,2,d,a,1,c,f,b,5,6,a
16976,23,8,6,b,a,0,5,11,c,b,0,d,f,1,49,k,16,f,2,0,a,3,a,1,b,a,8,k,a,c,10,9,b
16977,3,17,1,b,a,0,0,11,e,b,5,d,f,2,16,k,14,f,3,0,a,4,b,1,b,a,6,g,a,b,0,18,a
16978,11,19,10,a,a,0,6,18,e,b,18,d,f,3,53,n,17,i,4,10,a,5,a,3,b,a,12,f,a,b,10,9,b
16979,4,1,10,a,b,0,0,2,a,b,0,d,f,2,53,r,10,i,2,1,b,3,a,1,b,b,5,f,a,b,10,9,a
16980,1,11,6,a,a,0,2,4,d,b,12,c,a,1,21,a,7,a,4,5,a,5,a,1,b,a,8,b,a,b,10,0,b
16981,1,10,6,a,a,0,0,5,e,b,19,d,a,1,34,k,7,g,1,1,a,2,a,2,b,a,10,h,a,b,5,6,b
16982,11,11,10,a,a,0,1,3,a,b,0,d,d,2,93,k,12,i,5,8,a,6,b,3,b,a,16,h,a,b,5,18,a
16983,1,13,10,a,a,0,1,6,e,b,16,d,a,1,31,j,7,h,3,0,a,5,a,1,b,a,4,k,a,b,10,18,b
16984,1,19,6,b,a,0,3,8,a,b,7,a,f,1,53,e,11,c,1,0,b,0,b,2,b,a,2,b,a,b,10,3,a
16985,1,0,1,b,a,0,1,6,a,a,20,c,f,1,31,b,8,a,0,1,b,2,b,1,d,a,8,a,a,b,5,18,a
16986,3,21,1,a,a,1,0,5,e,b,6,c,a,3,85,i,11,b,3,5,a,5,a,2,b,b,9,b,a,b,0,18,b
16987,4,17,1,c,b,1,6,10,e,b,18,d,f,2,82,j,16,i,2,2,a,1,a,1,b,b,7,f,e,b,10,12,b
16988,7,12,6,b,a,0,7,2,a,b,8,c,f,1,37,i,7,a,1,0,a,0,b,1,b,a,3,c,b,b,10,18,a
16989,1,5,10,a,a,0,1,13,a,b,16,d,c,1,68,r,17,i,1,4,b,0,a,1,b,a,4,f,a,b,10,3,a
16990,5,10,1,b,a,0,1,17,c,b,4,c,a,1,47,i,9,f,0,0,b,2,b,3,b,a,2,b,a,b,5,15,a
16991,1,9,10,a,a,0,0,0,c,b,20,a,b,1,39,c,17,a,2,3,a,6,a,1,b,a,11,a,f,b,5,9,b
16992,1,16,5,a,b,0,5,3,e,b,16,d,a,1,89,r,7,g,1,0,a,4,a,3,b,b,7,f,a,b,10,15,b
16993,4,2,6,a,a,0,1,3,e,b,3,c,a,0,47,i,8,a,0,0,a,2,a,3,b,a,5,b,a,b,10,18,b
16994,12,14,6,a,a,0,4,8,e,b,20,d,f,1,66,k,17,i,1,10,b,1,a,0,b,a,13,f,a,b,15,18,b
16995,2,21,6,a,a,0,1,0,e,b,20,d,f,1,32,k,31,i,2,4,b,4,a,1,b,a,11,g,a,b,5,18,a
16996,2,19,6,b,a,0,4,5,a,b,18,c,c,1,72,e,13,b,1,0,a,2,a,1,b,a,3,b,b,b,5,9,a
16997,6,17,1,a,b,0,3,5,e,b,0,c,a,1,92,b,6,a,1,0,a,2,a,1,b,b,11,b,a,b,5,3,b
16998,2,7,6,a,a,0,5,6,a,b,6,d,f,1,47,m,7,i,2,5,a,3,b,3,b,a,10,f,a,b,5,15,a
16999,1,12,1,b,b,0,1,2,e,b,7,d,a,0,74,k,12,f,0,0,b,6,a,2,b,b,11,h,a,b,0,12,b
17000,4,8,6,a,a,0,5,14,a,b,17,d,f,1,53,l,9,i,3,1,a,3,b,1,b,a,5,f,a,b,15,9,a
17001,6,20,0,c,b,1,1,11,e,b,2,d,c,4,53,j,8,i,5,2,b,3,a,1,b,b,2,f,a,b,5,12,b
17002,5,18,1,a,a,0,1,3,d,b,20,c,a,1,51,i,7,b,1,4,b,3,a,1,b,a,15,b,a,b,15,15,b
17003,1,17,10,a,b,0,0,16,a,b,17,d,c,0,79,r,9,i,0,0,b,5,a,1,d,b,12,f,a,b,0,12,a
17004,1,12,10,b,a,0,3,9,a,b,0,c,f,0,26,i,13,c,0,0,b,3,a,1,b,a,1,b,a,b,15,18,b
17005,4,16,1,a,b,0,0,4,e,b,22,d,c,1,56,r,9,i,3,1,a,2,a,1,b,b,13,f,c,b,15,9,b
17006,10,16,1,c,b,0,5,16,e,b,17,e,a,1,81,k,8,i,1,0,b,1,b,1,b,b,21,h,a,d,10,15,a
17007,9,13,1,b,b,0,3,6,e,b,0,d,f,1,71,k,7,f,1,0,b,6,a,2,b,b,10,f,a,b,10,6,b
17008,2,5,5,b,a,0,3,8,a,b,7,c,f,1,71,c,12,f,3,0,b,5,a,1,b,a,9,a,a,b,5,15,a
17009,8,5,6,c,a,0,0,7,c,b,18,d,h,1,37,r,10,i,1,0,a,2,b,1,b,a,12,h,a,b,15,18,b
17010,4,18,5,a,a,0,1,14,a,b,13,c,f,1,28,e,10,b,1,6,a,3,b,1,d,a,16,b,a,b,15,15,a
17011,13,15,1,c,b,0,3,7,e,b,11,d,f,2,72,q,10,i,3,1,a,2,b,1,c,b,5,f,a,b,5,12,b
17012,5,10,1,a,a,0,6,8,a,b,17,c,f,2,52,d,14,f,2,3,a,2,a,1,b,a,12,b,a,b,0,15,a
17013,1,3,10,a,a,0,2,14,e,b,17,a,f,1,29,b,9,b,1,0,a,3,b,3,b,a,13,b,a,b,5,9,b
17014,7,16,5,b,a,0,0,14,c,b,16,d,f,1,35,k,7,f,4,0,b,5,b,1,a,a,9,f,a,c,10,9,b
17015,1,4,6,a,a,0,2,5,c,b,20,c,f,1,47,b,5,a,3,3,b,3,b,3,b,a,5,b,a,b,5,18,b
17016,3,0,1,a,a,0,0,14,d,b,7,c,f,1,4,i,6,b,4,0,b,0,a,1,b,a,4,j,a,b,5,0,b
17017,1,18,1,a,a,0,0,17,d,b,18,c,a,1,55,g,9,a,0,7,a,4,b,1,b,a,15,b,a,b,5,18,a
17018,1,17,1,b,a,0,3,18,a,b,5,d,c,1,25,r,16,f,1,0,b,2,b,1,b,a,2,f,a,b,10,3,a
17019,4,21,1,a,a,0,1,13,c,b,0,c,a,1,81,i,17,f,1,1,a,3,b,3,b,a,14,d,a,b,10,6,b
17020,1,7,6,c,b,0,4,5,c,b,18,d,a,1,61,k,7,i,1,2,b,2,a,1,b,b,13,f,a,b,15,6,b
17021,8,2,1,a,a,0,1,8,a,b,3,c,f,0,39,i,14,c,0,9,a,0,a,3,b,a,8,j,a,b,5,15,a
17022,1,2,1,a,b,0,1,15,e,b,23,a,f,1,73,e,12,b,1,1,b,2,a,3,b,a,15,a,a,b,10,9,b
17023,12,3,6,a,a,0,2,3,d,b,17,c,e,3,65,b,6,a,3,3,a,2,b,3,b,a,14,b,a,b,5,18,b
17024,4,2,5,a,a,0,1,15,a,b,0,c,a,0,26,a,8,a,0,2,a,2,a,2,d,a,4,a,a,b,0,15,a
17025,1,16,6,a,a,0,0,7,e,b,13,c,f,1,78,i,11,f,1,5,b,3,a,1,b,a,18,b,a,b,15,15,b
17026,1,7,5,a,a,0,3,7,c,b,14,d,f,1,83,r,11,i,1,2,b,6,b,1,b,a,13,f,a,b,15,15,b
17027,2,14,1,a,a,0,0,6,a,b,0,c,a,2,44,a,8,a,3,8,a,2,a,1,b,a,9,c,a,b,15,9,a
17028,9,13,6,a,a,0,4,6,e,b,11,c,a,1,52,b,7,a,1,4,a,2,a,2,b,a,6,b,a,b,15,15,b
17029,1,21,1,c,a,0,3,11,d,b,16,d,c,2,58,r,16,i,2,0,a,2,a,1,b,a,10,f,a,b,15,18,b
17030,4,6,1,a,a,0,0,18,e,b,22,d,f,1,8,k,8,i,1,0,a,5,a,1,b,a,8,f,a,b,5,15,b
17031,1,0,5,a,a,1,0,10,e,b,18,c,f,1,41,i,20,c,2,1,a,2,b,3,b,a,4,j,a,b,15,0,b
17032,1,3,1,a,a,0,2,1,e,b,20,d,f,1,44,r,10,i,1,1,a,5,b,1,b,a,12,h,a,b,5,18,b
17033,1,4,10,a,a,0,2,5,e,b,2,c,a,1,70,b,8,a,1,3,b,5,a,2,b,a,13,b,a,b,10,15,b
17034,7,18,6,a,a,0,6,8,a,b,7,d,f,1,59,n,12,i,4,1,a,3,a,1,b,a,5,f,a,b,5,0,a
17035,6,9,10,a,a,0,4,8,a,b,4,c,h,2,46,e,12,b,2,7,a,6,a,2,b,a,11,j,a,b,15,18,a
17036,4,4,6,b,a,0,3,4,a,b,14,d,b,1,41,k,7,f,2,0,b,3,b,3,b,a,3,f,f,b,5,18,a
17037,1,3,10,a,a,0,2,6,e,b,4,d,f,2,96,r,8,i,2,2,a,1,a,3,b,a,17,f,b,b,10,3,b
17038,5,10,6,b,a,0,5,12,e,a,1,c,f,1,51,d,13,c,1,0,b,5,a,1,b,a,3,j,a,b,5,3,b
17039,5,17,1,c,b,0,2,15,e,b,1,d,a,1,51,k,10,i,1,0,b,6,a,1,b,b,10,f,a,b,15,15,b
17040,14,3,5,b,a,0,2,17,e,b,8,c,f,1,46,a,17,c,4,0,b,5,b,3,b,a,3,b,a,b,10,6,b
17041,1,21,10,a,a,0,0,11,e,b,2,c,c,1,71,i,25,f,1,5,b,6,b,1,b,a,12,j,c,b,15,15,b
17042,1,7,6,a,a,0,5,17,e,b,14,c,f,1,35,a,10,a,0,0,a,2,a,3,b,a,9,b,a,b,5,18,b
17043,5,14,1,a,a,0,2,7,e,b,4,a,h,2,31,c,14,c,2,7,b,5,b,1,b,a,18,b,a,b,15,15,a
17044,5,14,6,a,a,0,4,17,e,b,11,d,f,1,53,r,8,i,0,4,b,6,a,3,b,a,10,h,a,b,10,12,a
17045,7,1,5,b,a,0,1,2,a,b,6,a,f,1,21,b,10,f,3,0,a,4,b,3,b,a,3,b,a,b,15,9,a
17046,3,19,10,b,a,0,5,6,e,d,8,c,f,1,54,e,8,d,5,0,a,5,a,1,b,a,5,b,a,b,5,9,b
17047,1,11,0,a,b,0,3,17,e,d,6,d,f,1,19,q,4,i,1,4,a,4,a,1,b,b,4,f,a,b,15,18,a
17048,1,0,5,b,a,0,0,8,e,b,13,d,f,1,59,r,14,f,3,0,b,6,a,1,a,a,7,f,a,b,0,9,b
17049,6,20,6,a,b,0,1,10,e,b,5,e,e,0,36,j,13,i,0,1,b,2,a,1,a,b,10,f,a,b,15,15,b
17050,4,19,5,a,a,0,0,1,e,d,23,a,b,3,53,e,23,b,1,0,b,4,a,3,b,a,8,b,a,b,15,9,b
17051,3,13,10,a,b,1,0,15,e,b,15,d,a,2,33,j,7,g,2,0,b,5,b,3,b,b,5,l,a,b,10,9,b
17052,1,19,5,d,a,0,4,1,e,b,24,b,b,1,59,i,25,a,3,0,a,2,a,1,b,a,10,e,a,b,10,0,b
17053,4,13,1,b,a,0,1,12,e,b,16,d,f,1,58,k,11,f,1,0,a,6,b,1,b,a,11,f,a,b,15,9,b
17054,1,16,10,a,a,0,0,10,e,d,19,c,f,4,35,i,9,c,4,3,b,2,a,1,b,a,9,b,a,b,10,18,b
17055,1,2,0,a,b,0,1,1,e,b,13,d,b,1,72,j,10,i,1,0,b,4,a,1,b,b,13,f,f,b,10,9,b
17056,1,10,6,a,a,0,3,4,e,b,19,a,a,0,75,b,8,a,0,0,a,5,b,2,b,a,11,b,a,b,5,18,b
17057,1,18,1,a,a,0,2,7,e,b,2,c,f,1,97,b,16,c,3,8,b,6,b,1,b,a,13,j,a,b,5,15,b
17058,4,12,1,a,a,0,4,11,a,b,14,d,h,1,27,k,8,g,4,3,b,2,a,3,b,a,10,h,a,b,15,9,a
17059,4,16,10,a,a,0,1,0,e,b,20,d,b,1,27,r,24,i,1,6,a,0,a,3,b,a,11,g,a,b,10,9,a
17060,12,21,1,b,a,0,0,8,e,b,3,d,f,1,75,r,16,f,3,0,b,4,b,1,b,a,4,f,a,b,15,9,a
17061,6,4,1,b,a,0,3,8,a,b,9,d,f,0,33,k,11,f,0,0,b,6,a,1,a,a,4,k,a,b,10,6,a
17062,6,17,6,a,a,0,2,7,c,b,16,c,f,1,68,i,13,f,1,8,b,3,a,1,b,a,12,j,a,b,15,15,b
17063,4,5,5,a,a,0,3,3,b,b,15,c,h,0,42,b,8,a,0,4,a,2,a,3,b,a,10,b,a,b,10,6,a
17064,1,12,5,a,a,0,1,7,c,b,14,c,f,0,81,i,9,c,0,2,a,6,a,1,b,a,7,b,a,a,5,9,b
17065,1,20,10,a,a,0,2,1,e,b,22,a,f,0,50,d,28,b,0,0,b,2,b,2,b,a,8,j,a,b,15,18,b
17066,6,16,0,a,a,0,3,8,e,b,16,d,a,1,55,p,12,g,1,0,a,5,b,1,b,a,2,f,a,b,5,3,b
17067,1,18,5,a,a,0,1,14,d,b,5,d,f,0,75,k,9,i,0,9,a,3,a,3,b,a,14,f,a,b,5,9,b
17068,5,5,10,b,a,0,3,6,a,b,16,c,a,1,67,b,6,a,1,0,b,4,a,1,b,a,4,b,a,b,5,9,a
17069,1,1,0,a,a,0,1,7,c,b,17,d,f,1,68,k,11,i,4,0,a,3,a,1,b,a,7,h,a,b,10,12,b
17070,1,8,6,a,a,0,1,8,e,b,12,c,f,1,39,b,5,c,1,0,a,5,a,3,b,a,5,b,a,b,10,18,b
17071,1,14,10,a,a,0,4,1,e,b,23,a,b,1,54,b,20,a,3,0,b,3,a,2,b,a,11,a,a,b,5,6,b
17072,1,16,5,a,a,0,1,6,e,b,16,c,e,1,31,i,6,a,1,0,b,2,a,3,b,a,5,b,a,b,5,6,b
17073,1,3,10,a,b,0,2,4,c,b,15,e,b,1,82,j,5,i,1,2,a,6,a,1,b,b,5,f,a,b,5,15,b
17074,2,17,0,a,b,0,2,4,c,b,17,d,h,1,56,k,8,g,2,6,b,3,b,1,b,b,7,h,a,b,15,15,b
17075,3,14,10,a,b,0,3,3,e,b,0,c,f,1,81,a,9,a,1,2,a,6,b,2,b,b,10,b,a,b,5,0,b
17076,7,16,10,a,a,0,2,7,a,b,20,d,a,0,53,k,13,i,0,0,a,5,a,1,b,a,7,f,a,b,5,3,a
17077,1,16,10,d,a,0,3,0,e,b,20,c,f,1,23,i,12,a,0,0,a,5,a,3,b,a,5,j,a,b,0,18,a
17078,3,19,6,a,a,0,4,10,e,b,16,d,f,1,25,r,13,i,1,4,b,4,a,1,b,a,12,h,a,b,10,0,b
17079,3,20,6,b,a,0,1,12,e,b,3,d,f,1,88,j,20,f,1,0,b,2,a,1,b,a,14,h,a,b,10,18,b
17080,1,10,10,a,a,0,3,8,a,b,16,c,f,1,14,i,13,c,1,9,a,2,a,1,b,a,19,j,a,b,15,18,a
17081,4,17,10,a,a,0,2,4,e,b,18,d,a,1,99,j,8,g,1,7,a,4,b,1,b,a,17,f,a,b,15,18,b
17082,8,4,1,c,b,1,1,10,e,b,5,c,f,4,52,i,25,c,5,2,a,1,a,1,b,b,5,j,a,b,15,9,b
